-3,1
-2.89,1
-2.78,1
-2.67,1
-2.56,1
-2.45,1
-2.34,1
-2.23,1
-2.12,1
-2.01,1
-1.90,1
-1.79,1
-1.68,1
-1.57,1
-1.46,1
-1.35,1
-1.24,1
-1.13,1
-1.02,1
-0.91,1
-0.80,1
-0.69,1
-0.58,1
-0.47,1
-0.36,1
-0.25,1
-0.14,1
-0.03,1
0.08,6.5667754998156087196845
0.19,3.6037934146051639864840
0.30,2.3392845706529001576880
0.41,1.5939141957827098067555
0.52,1.0917757115224462019456
0.63,0.7273314598160718981246
0.74,0.4499109003862154309575
0.85,0.2316405626626388534270
0.96,0.0557148633488686922184
1.07,-0.0886939986424954179397
1.18,-0.2089230248820874648242
1.29,-0.3101449258687128091145
1.40,-0.3961252999735786784528
1.51,-0.4696788810180023489329
1.62,-0.5329569083915003752096
1.73,-0.5876349447196197201300
1.84,-0.6350395350854029708721
1.95,-0.6762359533726254441366
2.06,-0.7120904280930337969382
2.17,-0.7433151844637851372683
2.28,-0.7705016451805970151558
2.39,-0.7941453008751055376560
2.50,-0.8146646122190763971860
2.61,-0.8324155653980956740655
2.72,-0.8477030134570866361946
2.83,-0.8607896096067364141673
2.94,-0.8719029128663364944471
