1,1.1883951058
1.1,1.1220733185
1.2,1.0729163777
1.3,1.0378200457
1.4,1.0147651063
1.5,1.0025113043
1.6,1.0004265789
1.7,1.0084052488
1.8,1.0268546827
1.9,1.0567472338
2.0,1.0997501703
